category_code,category_name,category_code_parent
12631,Office & Computer Desks,11323
12633,Task Chairs,11323
11305,Paper,10300
11326,Paper Clips & Rubber Bands,10300
11370,Pens & Writing Instruments,10300
11333,Portfolios & Presentation Cases,10300
11335,Printer Accessories,10300
11330,"Staplers, Scissors & Punchers",10300
10290,Retail Trade,10004
11210,Apparel Retail Supplies,10290
12466,Clothing & Accessory Hangers,11210
12468,Mannequins,11210
11227,Ash Tray Receptacles,10290
11208,Bar Code Scanners,10290
11207,Bill & Coin Counters,10290
11380,CD & DVD Jewelboxes & Cases,10290
11233,Cash Registers & Cash Register Supplies,10290
11224,Counterfeit Money Detectors,10290
11216,Floor Mats,10290
11206,Hand Trucks & Utility Carts,10290
11181,Inventorying,10290
11230,"Jewelry Bags, Boxes & Displays",10290
11178,Loss Prevention,10290
11232,Merchant Point-of-Sale Systems,10290
11180,Merchant Services & Payment Systems,10290
11211,Paper & Plastic Bags,10290
11214,Pegboard & Slatwall,10290
11219,Retail Display Supplies,10290
12475,Display Racks & Cases,11219
12471,Kiosks,11219
11205,Retail Signs & Banners,10290
12459,LED Signs,11205
12458,Neon Signs,11205
12460,Open & Closed Signs,11205
12462,Sign Holders & Easels,11205
11231,Shopping Baskets & Carts,10290
11217,Shrink Wrapping Systems,10290
11229,Tagging Guns,10290
11220,Time Clocks & Time Cards,10290
11209,Turnstiles & Traffic Control Devices,10290
11179,Vending,10290
11228,Vending Machines,11179
10294,Scientific Equipment & Services,10004
11047,Bioremediation,10294
11252,Biotechnology Equipment,10294
11254,Laboratory Equipment & Supplies,10294
12560,Lab Safety Equipment,11254
12561,Laboratory Incubators,11254
12567,Microscopes & Microscope Accessories,11254
12565,Mobile Labs,11254
12564,Scientific Centrifuges,11254
11054,Materials Testing,10294
11253,Scientific Books & Journals,10294
11255,Scientific Glassware & Accessories,10294
10299,Security Equipment & Services,10004
11062,Body Guards,10299
11322,Car Alarm Systems,10299
11311,Electronic Voice Changers,10299
11316,Intercoms,10299
11310,Night Vision Goggles & Scopes,10299
11309,Safes,10299
11066,Security Alarm Services,10299
11065,Security Guards,10299
11321,Security Weapons,10299
12626,Batons,11321
12625,Handcuffs,11321
12629,Mace & Pepper Spray,11321
12627,Stun Guns & Tasers,11321
11313,Surveillance Equipment,10299
12620,Alarm Systems & Equipment,11313
12622,Motion Detectors,11313
12619,Phone Recorders & Phone Tap Detectors,11313
12621,Security Cameras,11313
11320,Weather Alert Radios,10299
10305,Shipping & Packing,10004
11374,Cargo Containers,10305
13604,Couriers & Messengers,10305
11104,Express & Expedited Shipping,10305
11103,Freighting,10305
12401,Air Cargo,11103
12403,Containerization,11103
12400,Freight Forwarding,11103
12402,LTL (Less Than Truckload) Shipping,11103
12405,Maritime Freighting,11103
12404,Rail Freighting,11103
12406,Trucking,11103
13724,Mail & Package Delivery,10305
11376,Mailing Tubes,10305
11381,Packing Cushioning & Packing Paper,10305
11382,Shipping Boxes,10305
11327,Stamps & Envelopes,10305
11377,Strapping Equipment & Devices,10305
11373,Tape & Tape Dispensers,10305
11102,Warehousing,10305
11235,Veterinary Equipment & Supplies,10004
10019,Computers & Consumer Electronics,
10168,Computers,10019
10886,Computer Accessories,10168
12214,Computer Adapters,10886
12212,Computer Cables,10886
12217,Computer Cases & Case Accessories,10886
12222,Computer Keyboards,10886
12219,Computer Monitor Accessories,10886
12221,Computer Power Supplies,10886
13400,Computer Speakers,10886
12218,Fans & Cooling Equipment,10886
12223,Graphics Tablets,10886
13815,Laptop Batteries,10886
12216,Mice & Pointing Devices,10886
12213,Networking Accessories,10886
12220,PDA Accessories,10886
12215,Scanner Accessories,10886
12224,Webcams,10886
12203,Computer Consulting,10168
10883,Computer Hardware,10168
12188,Computer Components,10883
13071,Computer Processors,12188
13312,Microprocessors,13071
13074,Ethernet Cards,12188
13073,Graphic & Video Cards,12188
13072,Motherboards,12188
13075,Sound Cards,12188
12194,Computer Memory & Storage Devices,10883
13080,CD & DVD Storage Media,12194
13081,Desktop Memory Cards & Devices,12194
13078,External Hard Drives,12194
13082,Flash Memory Devices & Memory Sticks,12194
13077,Internal Hard Drives,12194
13084,Laptop Memory Cards & Devices,12194
13079,Memory Card Readers,12194
13083,Tape Back-Up Drives & Media,12194
12185,Computer Monitors & Projectors,10883
13067,CRT Monitors,12185
13065,Electronic Projectors,12185
13066,LCD Monitors,12185
12184,Computer Networking Devices,10883
13063,Ethernet Networking Devices,12184
13311,Network Hubs & Adapters,13063
13059,Firewall & Spam Filter Hardware,12184
13064,Modems,12184
13060,Network Routers,12184
13061,Network Switches,12184
12189,Computer Server Components,10883
13076,Computer Server Processors,12189
12195,Computer Servers,10883
13087,Blade Servers,12195
13085,Desktop Servers,12195
13086,Rack-Mount Servers,12195
12192,Computer Workstations,10883
12186,"DVD & CD Drives, Burners & Recorders",10883
12193,Desktop Computers,10883
13851,Gaming Computers,10883
12187,Laptop Computers,10883
13070,Netbooks & Ultra-Mobile PCs,12187
13068,Tablet PCs,12187
13069,Ultra-Thin Laptops,12187
12190,Scanners,10883
12191,Thin Clients,10883
11057,Computer Manufacturing,10168
12196,Computer Rentals,10168
12201,Computer Repair,10168
13090,Data Recovery,12201
13091,Motherboard Repair,12201
12202,Computer Tech Support,10168
12156,Hosted Data Storage,10168
10885,Software,10168
12209,Business & Productivity Software,10885
10537,Accounting & Financial Software,12209
13744,Time Management & Time Tracking Software,10537
11289,Building & Construction Software,12209
10296,Business Management Software,12209
11274,Business Intelligence Software,10296
11272,Content & Knowledge Management Software,10296
11265,Customer Service & Support Software,10296
11271,Data Management Software,10296
11266,Facilities Management Software,10296
11269,Human Resources Software,10296
11264,Process Management Software,10296
11268,Procurement & Purchasing Software,10296
11270,Project Management Software,10296
12579,Collaboration Software,11270
12578,Enterprise Resource Planning Software,11270
12581,Inventory & Asset Management Software,11270
11273,Sales & Marketing Software,10296
11267,Supply Chain Management Software,10296
12554,Chemical Software,12209
11221,E-Commerce & Retail Software,12209
11258,Energy & Utility Software,12209
10155,Legal Software,12209
13107,Medical Software,12209
13108,Real Estate Software & Tools,12209
11251,Scientific Software,12209
13817,Translation Software,12209
13106,Virtual Tour Software,12209
13789,Computer Monitoring & Spy Software,10885
12207,Device Drivers,10885
13103,CD-ROM Drivers,12207
13102,DVD-ROM Drivers,12207
13101,Printer Drivers,12207
13602,Drafting & Design Software,10885
12206,Educational Software,10885
13816,Freeware & Shareware,10885
11368,Graphics & Multimedia Software,10885
12703,Audio & Music Software,11368
12700,Desktop Publishing Software,11368
13440,Digital Media Players,11368
12704,Font Design Software,11368
12701,Photo Software,11368
12705,Video Software,11368
12702,Web Design Software,11368
12204,Internet Software & Web Goodies,10885
13597,Clip Art & Animated GIFs,12204
13095,Network Management Software,12204
13092,Network Security Software,12204
13313,Anti-Spam Software,13092
13314,Anti-Virus Software,13092
13372,Screensavers & Digital Wallpaper,12204
13096,Site Management Software,12204
13371,Social Network Apps & Add-ons,12204
13713,Toolbars,12204
13097,Web Applications,12204
13406,Web Browsers,12204
11497,Web Stats & Internet Analytics,12204
13404,Web Templates,12204
13112,Mac Software,10885
12205,Middleware,10885
13099,Application Server Software,12205
13100,Database Software,12205
13098,Service Oriented Architecture,12205
12208,Operating Systems & OS Emulators,10885
13104,Operating Systems,12208
13105,Virtualization Software,12208
13413,Remote Desktop & VPN Software,10885
12197,Software Development,10885
12211,Programming & Developer Software,12197
13113,C & C++ Software,12211
13110,Debugging Software,12211
13111,Java Software,12211
13642,Software & Application Frameworks,12197
13643,Software Testing,12197
13750,Version Control Software,12197
12210,Software Utilities,10885
13114,Unix Software,10885
13109,Windows & .NET Software,10885
10882,Technology News & Publications,10168
12199,"Technology Specs, Reviews & Comparisons",10168
10167,Consumer Electronics,10019
10881,Car Audio & Video,10167
11314,CB Radios,10881
12130,Car Audio Accessories,10881
12178,Car Audio Amplifiers,10881
12183,Car Audio Equalizers,10881
12181,Car CD Players & Changers,10881
12172,Car DVD Players,10881
12179,Car Speakers,10881
12182,Car Stereos,10881
12175,Car Video Accessories,10881
12173,Car Video Screens,10881
12174,In-Dash Video Units,10881
10872,Consumer Electronic Accessories,10167
13402,Batteries & Chargers,10872
13401,Multi-Purpose Batteries & Chargers,13402
12149,Consumer Electronic Donation,10167
12150,Consumer Electronic Service & Repair,10167
12148,Consumer Electronic Warranty Plans,10167
12153,Electronic Waste Disposal,10167
10880,GPS & Navigation,10167
12131,GPS Accessories,10880
12177,GPS Devices,10880
11893,Handheld GPS Devices,12177
13056,Vehicle GPS Devices,12177
13309,Automotive GPS Systems,13056
13310,Marine GPS Systems,13056
10873,Home Audio & Video,10167
13047,Blu-Ray Players & Recorders,10873
12146,DVD Players,10873
12145,DVRs & Set Top Boxes,10873
12136,HD Players & Recorders,10873
13776,Headphones,10873
12132,Home Audio & Video Accessories,10873
13030,Television Accessories,12132
13307,Television Receivers,13030
12140,Home Theater Projectors,10873
12137,Home Theater Systems,10873
12134,Music Systems & Music Components,10873
13034,CD-Players & Changers,12134
13036,Home Audio Amplifiers,12134
13037,Home Audio Equalizers,12134
13033,Home Audio Receivers,12134
13038,Record Players,12134
13035,Tape Players,12134
12144,Radios & Radio Equipment,10873
13044,AM-FM Radios,12144
13045,DAB Radios,12144
13046,Satellite Radio Receivers & Players,12144
12138,Speakers,10873
12143,Televisions,10873
13042,HDTVs,12143
13041,LCD TVs,12143
13043,Plasma TVs,12143
12142,VCRs,10873
10877,Portable Media Devices,10167
13495,Digital Book Readers,10877
12165,MP3 Player Accessories,10877
12164,MP3 Players,10877
12167,Portable CD Players,10877
12163,Portable DVD Players,10877
12166,Portable Stereos & Boomboxes,10877
11318,Radar Detectors,10167
10876,Wireless Devices,10167
12160,Bluetooth Wireless Accessories & Devices,10876
12159,PDAs,10876
12162,Walkie-Talkies,10876
10020,Dining & Nightlife,
11870,"Dining & Nightlife Reviews, Guides & Listings",10020
12974,"Bar, Club & Nightlife Reviews, Guides & Listings",11870
12975,"Restaurant Reviews, Guides & Listings",11870
13439,"Nightclubs, Bars & Music Clubs",10020
10169,Restaurants,10020
13693,Bakeries,10169
10890,Dine-In Restaurants,10169
10891,Fast Food Restaurants,10169
12228,Pizzerias & Pizza Delivery,10169
10888,Restaurant Reservations & Booking,10169
10887,Restaurant Take-out & Delivery,10169
10002,Family & Community,
10030,"Baby, Parenting & Family",10002
10235,Baby,10030
10052,Baby Care & Hygiene,10235
11020,Baby Diapering & Toilet Training,10052
12296,Baby Wipes,11020
12298,Diaper Pails & Disposal Accessories,11020
12295,Diaper Rash,11020
12294,Diapers,11020
12299,Potties,11020
13134,Baby Shampoo & Lotion,10052
11022,Baby Feeding,10235
12312,Baby Bottles,11022
12307,Baby Feeding Pillows,11022
12317,Baby Food,11022
12314,Baby Formula,11022
12335,Breastfeeding,11022
12304,Breastfeeding Equipment & Supplies,12335
12309,Burp Cloths & Baby Bibs,11022
12308,Highchairs & Booster Seats,11022
12303,Pacifiers,11022
11018,Baby Gear,10235
12283,Baby Carriers,11018
12285,"Baby Swings, Baby Bouncers & Gliders",11018
12281,Baby Walkers,11018
12282,Diaper Bags,11018
12287,Play Pens,11018
12286,Play Tents,11018
12284,Play Yards & Accessories,11018
13712,Baby Names,10235
11023,Baby Safety,10235
12326,Baby Car Safety,11023
13133,Car Seats & Safety Boosters,12326
12321,Baby Monitors,11023
12323,Safety Gates,11023
12325,Shopping Cart Covers,11023
12322,Toddler Safety Harnesses,11023
11025,Nursery Furniture & Decor,10235
12329,Baby Bedding,11025
13143,Baby Blankets,12329
13336,Baby Co-Sleepers,11025
13255,Baby Dressers,11025
13259,Changing Tables,11025
13337,Cradles & Bassinets,11025
13338,Crib Mattresses,11025
13335,Cribs,11025
13334,Moses Baskets,11025
13137,Nursery Lamps,11025
13136,Nursery Mobiles,11025
13333,Toddler Beds & Bedding,11025
11021,Strollers & Stroller Accessories,10235
12302,Bike Trailer Strollers,11021
12301,Jogging Strollers,11021
12300,Prams & Baby Carriages,11021
10236,Parenting & Family,10030
11032,Adoption,10236
11031,Child Care,10236
12340,Au Pair & Nannies,11031
12339,Baby Sitting,11031
12341,Day Care,11031
12338,Special Needs Care,11031
11030,Kids' Camps & Youth Programs,10236
11028,Maternity & New Parent,10236
12334,Fetal Development,11028
10028,Community Service & Social Organizations,10002
10223,AIDS & HIV Support,10028
10224,Alcohol & Substance Abuse,10028
11003,Alcohol & Health,10224
12277,Alcoholism & Treatment,11003
12279,Blood Alcohol Monitors & Breathalyzers,11003
12278,Underage Drinking & Underage Alcohol Abuse,11003
11002,Drug & Alcohol Rehab Programs,10224
11001,Drug Abuse & Treatment,10224
12276,Home Drug Tests,11001
10229,Community Outreach,10028
11012,Child Welfare Services,10229
13737,Crime Prevention,10229
11010,Domestic Violence,10229
11013,Food Outreach & Food Banks,10229
11011,Homeless Outreach Programs,10229
11014,Literacy,10229
10222,Consumer Resources,10028
11087,Consumer Advocacy & Protection,10222
13813,Product Reviews & Price Comparisons,10222
10220,Disability Resources,10028
10219,Disaster Relief & Emergency Management,10028
11077,Environmentalism,10028
12358,Environmental Research,11077
10221,Ethnic Identity Resources,10028
10226,GLBT Resources,10028
13599,Multilateral & Non-Governmental Organizations,10028
10230,Nonprofit Services,10028
11015,Donations & Charitable Giving,10230
13393,Selective Service,10028
11063,Self-Defense Training,10028
13709,Senior Resources,10028
13392,Social Insurance Programs & Entitlements,10028
13390,Publicly Funded Health Programs,13392
13389,Welfare & Unemployment,13392
10227,Social Issues & Advocacy,10028
11009,Animal Rights Activism,10227
12375,Consumer Activism,10227
11008,Environmental Activism,10227
12359,Environmental Watchdogs,11008
11007,Human Rights Activism,10227
11004,Peace Activism,10227
11006,Reproductive Rights,10227
11005,Work & Labor Issues,10227
10225,Teen Advice & Support,10028
10218,Volunteer Opportunities,10028
10228,Youth Organizations & Resources,10028
10029,Domestic & Personal Resources,10002
10234,Personal Chefs,10029
10233,Personal Errand & Concierge Services,10029
10231,Faith & Belief,10002
13469,Astrology & Horoscopes,10231
13474,Buddhism,10231
13472,Christianity,10231
13475,Hinduism,10231
13473,Islam,10231
13476,Judaism,10231
13836,Meditation,10231
10127,Occult & Paranormal,10231
13470,Psychics & Fortune Telling,10127
13471,"Spells, Potions & Curses",10127
13481,Tarot,10127
13434,Places of Worship & Worship Services,10231
13807,Prayers,10231
13435,Religious Instruction,10231
13436,Religious Media & Publications,10231
13479,Scientology,10231
13703,Self-Help & Motivational,10231
13477,Wicca & Esoteric Religions,10231
10031,Romance & Relationships,10002
10240,Dating & Marriage Matching,10031
10239,Dating Directories & Sites,10240
10241,Dating Forums & Chat,10240
11035,GLBT Dating,10240
11036,International Dating,10240
13715,Personals,10240
10238,Divorce & Separation,10031
11033,Online Divorce,10238
10237,Relationship Advice,10031
10242,Troubled Relationships,10031
11037,Family Counseling,10242
11038,Marriage & Couples Counseling,10242
10012,Finance,
10100,ATM Sales & Processing,10012
11093,Accounting & Auditing,10012
12388,Billing Services,11093
12391,Bookkeeping,11093
12393,Cash Flow Management,11093
12392,Collection Services,11093
12389,Sarbanes-Oxley Compliance Management,11093
12387,Tax Preparation & Planning,11093
10093,Banking,10012
11817,Bank Accounts,10093
12947,Current Accounts & Checking Accounts,11817
12949,Savings Accounts,11817
13277,College Savings Plans,12949
13278,Money Market Accounts,12949
11811,Bill Payment Services,10093
11816,Debit & Check Cards,10093
11818,Fixed Deposit Accounts & Certificates,10093
11815,Mobile Banking,10093
11812,Offshore Banking,10093
11814,Online Banking,10093
11813,Private Banking,10093
12948,Student Banking,10093
10096,Business Finance,10012
13717,Investment Banking,10096
13720,Mergers & Acquisitions,10096
10098,Business News & Media,10012
10097,Credit & Lending,10012
11842,Credit Cards,10097
12967,Business Credit Cards,11842
12963,Low Interest & No Interest Credit Cards,11842
12965,Rewards Cards,11842
13303,Cashback Rewards Cards,12965
13304,Travel & Miles Rewards Cards,12965
13416,Student Credit Cards,11842
11837,Credit Counseling,10097
11838,Credit Reports & Reporting Services,10097
11839,Debt Management & Consolidation,10097
11836,Identity Theft & Credit Monitoring,10097
11841,Loans,10097
12957,Auto Financing,11841
13284,Auto Leasing,12957
13285,Auto Loans,12957
12953,Bad Credit & No Credit Credit & Lending,11841
12956,Commercial Lending,11841
13283,Commercial Mortgages,12956
13281,Farm Loans & Price Support,12956
12960,Home Loans & Mortgages,11841
13294,Adjustable Rate & Tracker Mortgages,12960
13292,Buy-To-Let Mortgages,12960
13295,First Time Buyer Mortgages,12960
13293,Fixed Rate Mortgages,12960
13291,Government Mortgages,12960
13296,Home Equity Loans & Lines of Credit,12960
13299,Home Refinancing Loans,12960
13289,Interest Only Mortgages,12960
13290,Reverse Mortgages,12960
13297,Subprime Mortgages,12960
12961,Personal Lending & Borrowing,11841
13300,Payday & Emergency Loans,12961
13301,Personal Loans & Lines of Credit,12961
13286,Title Loans,12961
12959,Purchase Financing,11841
13288,Computer & Consumer Electronics Financing,12959
13287,Home Appliance Financing,12959
11840,Unsecured Credit & Lending,11841
12955,Unsecured Loans,11840
10092,Financial Planning & Management,10012
10525,Inheritance & Estate Planning,10092
10524,Money Management,10092
10527,Retirement & Pension Planning,10092
10526,Wealth Management,10092
10099,"Grants, Scholarships & Financial Aid",10012
13437,Government Grants,10099
10536,Student Loans,10099
10535,Study Grants & Scholarships,10099
10102,Insurance,10012
10551,Accident & Casualty Insurance,10102
10538,Annuities,10102
10303,Business & Commercial Insurance,10102
11366,Professional Liability & Malpractice Insurance,10303
11365,Worker's Compensation Insurance,10303
10549,Credit Insurance,10102
10541,Disability Insurance,10102
10548,Disaster Insurance,10102
10544,Health Insurance,10102
11846,Dental Insurance,10544
11843,Long-term Care Insurance,10544
11844,Supplemental Health Insurance,10544
11845,Vision Insurance,10544
10540,Home Warranties,10102
10545,Liability Insurance,10102
11848,Personal Liability Insurance,10545
10539,Life Insurance,10102
10542,Pet Insurance,10102
10547,Property Insurance,10102
11849,Homeowners Insurance,10547
12969,Building Insurance,11849
12968,Contents Insurance,11849
11850,Renters Insurance,10547
12394,Risk Management,10102
10546,Travel Insurance,10102
10550,Vehicle Insurance,10102
11854,Car Insurance,10550
11855,Commercial Vehicle Insurance,10550
11858,Motorcycle Insurance,10550
11856,Recreational Boat & Watercraft Insurance,10550
11857,Recreational Vehicle & Caravan Insurance,10550
11853,Van Insurance,10550
10095,Investing,10012
11819,Brokerages & Day Trading,10095
11832,Commodities & Futures Trading,10095
11831,Currencies & Foreign Exchange,10095
11823,Derivatives,10095
11826,Exchange Traded Funds,10095
11835,Hedge Funds,10095
11833,Interest Free & Tax-Deferred Savings Accounts,10095
11820,Investor Relations & Venture Capital,10095
11828,Mutual Funds,10095
11834,Precious Metals Trading,10095
10531,Real Estate Investments,10095
11824,Retirement Investments,10095
12950,401(K)s,11824
12952,IRAs,11824
12951,Pensions,11824
11827,Securities,10095
11830,Bonds,11827
13459,Stocks,11827
11825,Spread Betting,10095
10094,Money Transfer & Wire Services,10012
10010,Food & Groceries,
10083,Beverages,10010
10445,Alcoholic Beverages,10083
11651,Beer,10445
11650,Liquor,10445
11649,Wine,10445
10444,Non-Alcoholic Beverages,10083
11646,Alcohol Free Drink Mixers,10444
13748,Bottled Water & Water Delivery,10444
11644,Coffee,10444
11647,Energy Drinks,10444
11643,Juice,10444
11642,Soft Drinks,10444
11648,Sports Drinks,10444
11645,Tea,10444
10082,Food,10010
10432,Baked Goods,10082
11610,Brownies,10432
11607,Cakes & Cupcakes,10432
13247,Birthday Cakes,11607
13837,Wedding Cakes,11607
11609,Cookies,10432
11608,Pies,10432
12831,Savory Pies,11608
12830,Sweet Pies,11608
10434,Baking Ingredients,10082
11615,Baking Chocolate & Cocoa,10434
11616,Baking Mixes,10434
11614,Syrups & Sweeteners,10434
12837,Sugar Substitutes,11614
10439,Breakfast Foods,10082
11629,Breakfast Cereals,10439
11628,"Pancake, Waffle & Muffin Mixes",10439
10438,"Candy, Gum & Mints",10082
13846,Chocolate,10438
10430,Condiments & Dressings,10082
10433,Cooking Oils & Spray,10082
11612,Olive Oil,10433
11611,Vegetable Oils,10433
10440,Dairy & Non-Dairy Alternatives,10082
11632,Cheese,10440
11631,Milk,10440
11633,Non-Dairy Alternatives,10440
11630,Yogurt,10440
10436,Desserts,10082
11623,"Frozen Desserts, Frozen Novelties & Accompaniments",10436
10443,Fish & Seafood,10082
11639,Crab & Lobster,10443
11641,Salmon,10443
11640,Shrimp & Prawns,10443
13758,Gourmet & Specialty Foods,10082
10426,"Grains, Pasta & Side Dishes",10082
11600,Pasta,10426
11613,Herbs & Spices,10082
12835,Black Pepper,11613
12833,Cinnamon,11613
12834,Oregano,11613
12832,Salt,11613
10427,"Jams, Jellies & Preserves",10082
10437,Meat & Poultry,10082
11624,Beef,10437
11625,Deli & Lunch Meats,10437
12839,Cured Meats,11625
12840,Pre-Packaged Deli Meats,11625
12838,Sausages,11625
11627,Game & Exotic Meat,10437
11626,Pork,10437
13747,Nut Butters,10082
13695,Organic & Natural Foods,10082
10429,Prepared Foods,10082
11604,Frozen Foods,10429
11605,Gourmet Prepared Foods,10429
10441,Produce,10082
11634,Fruit,10441
11635,Vegetables,10441
10431,Sauces,10082
11606,BBQ & Grilling Sauces,10431
10435,Snack Foods,10082
11617,Crackers,10435
11620,Dried Fruit,10435
11621,Nuts,10435
11618,Popcorn,10435
11622,Snack Chips,10435
11619,Trail Mix,10435
13843,"Soups, Stews & Beans",10082
10442,Special & Restricted Diet Foods,10082
12847,Diabetic Foods,10442
12844,Low Cholesterol Foods,10442
12846,Low-Sodium Foods,10442
11637,Religious Diet Foods,10442
12848,Kosher Foods & Resources,11637
12845,Wheat-free & Gluten-free Foods,10442
10428,Weight-Loss Foods & Nutrition Bars,10082
11603,Diet Bars,10428
11602,Meal Replacements,10428
11601,Nutrition Bars,10428
10081,Household Supplies,10010
10424,Charcoal & Barbecuing Supplies,10081
10422,Food Wraps & Food Storage,10081
11594,Food Savers & Food Storage Containers,10422
11592,Food Storage Bags,10422
13448,Lunch Boxes,10422
11593,Plastic Wrap & Foil,10422
10423,Household Cleaning Products,10081
11598,Air Fresheners & Deodorizers,10423
11596,Cleaning Implements,10423
11597,Dish Detergents,10423
11595,Fabric Care,10423
12829,Fabric Softeners & Dryer Sheets,11595
12827,Fabric Stain Removers,11595
12828,Laundry Detergents,11595
12470,Lint Removers,11595
13347,Household Bleach,10423
11599,Household Cleansers,10423
10421,Paper Towels & Household Paper Products,10081
11591,Facial Tissue,10421
11590,Toilet Tissue,10421
10425,Trash Bags,10081
10084,Online Grocery Shopping & Grocery Delivery,10010
10011,Health,
10088,Biotech & Pharmaceutical,10011
13369,Gene Research,10088
11791,DNA & Genetic Testing,13369
11049,Gene Therapy,13369
10500,Genome Sequencing,13369
10499,Pharmaceutical Manufacturing,10088
10501,Protein Identification & Proteomics,10088
11048,Toxicology Services,10088
10091,Health Care Services,10011
10510,Abortion Services,10091
10507,Alternative & Natural Medicine,10091
11779,Acupuncture,10507
11781,Chinese Herbal Medicine,10507
11780,Chiropractors & Chiropractic,10507
13722,Cleansing & Detoxification,10507
11668,Colon Cleansing,13722
11782,Naturopathy,10507
12106,Blood & Organ Donations & Transplants,10091
10514,Dentists & Dental Services,10091
11797,Cosmetic Dentistry,10514
11798,Emergency Dental Services,10514
11796,General Dentistry,10514
11795,Orthodontists & Orthodontic Services,10514
10513,General Health Care Services,10091
10517,Geriatric & Aging Care Services,10091
11804,Assisted Living Services,10517
11805,In-Home Aging Care Services,10517
11806,Retirement Homes & Senior Living Communities,10517
10521,Hospice & Home Nursing Care,10091
10520,Hospitals & Health Clinics,10091
13576,Hospitals,10520
11809,Urgent Care Clinic Services,10520
11046,Immunology Services,10091
10509,Laboratory Testing & Medical Diagnostic Services,10091
11788,AIDS & HIV Testing Services,10509
11786,Blood Testing Services,10509
11785,Cancer Diagnosis & Screening,10509
12944,Breast Cancer Screening & Diagnosis,11785
12943,Prostate Cancer Screening & Diagnosis,11785
11789,Hepatitis Testing & Diagnosis,10509
11787,STD Testing,10509
10516,Medical Skin Care Services,10091
11801,Acne Treatment,10516
11802,Rosacea Treatment,10516
10518,Mental Health Services,10091
11808,Counseling Services,10518
11807,Mental Health In-Patient Services,10518
13822,Suicide Prevention,10518
10519,Orthopedics & Sports Medicine,10091
10511,Physical Rehabilitation,10091
11794,Occupational Therapy,10511
11792,Physical Therapy,10511
10508,Plastic Surgery,10091
11783,Cosmetic & Aesthetic Plastic Surgery,10508
12942,Breast Enhancements,11783
12937,Brow Lifts,11783
12940,Eyelid Surgery,11783
12938,Face Lifts & Appearance Enhancement,11783
12941,Liposuction & Abdominoplasty,11783
12936,Rhinoplasty,11783
11784,Reconstructive Surgery,10508
13452,Sex Reassignment Therapy,10091
10515,Vision Services,10091
11800,Eye Exams & Optometry,10515
11799,Laser Vision Correction,10515
11793,Wellness Therapy & Massage,10091
12945,Hydrotherapy Services,11793
12946,Massage & Relaxation Services,11793
10512,Women's Health Care Services,10091
10085,Health Conditions & Concerns,10011
10476,AIDS & HIV,10085
11725,AIDS & HIV Medications,10476
11724,AIDS & HIV Testing,10476
10446,Allergy & Sinus,10085
12849,Air Cleaners & Filters,10446
12850,Allergy Medications,10446
13265,Corticosteroids,12850
13266,Injectable Epinephrine,12850
13267,Seasonal Allergy & Sinus Medication,12850
13339,Antihistamines,13267
13340,Decongestants,13267
11653,Food Allergies,10446
12851,Nasal Strips,10446
11652,Pet Allergies,10446
11654,Seasonal Allergies,10446
10459,Anemia,10085
10479,Arthritis,10085
11735,Arthritis Medications & Treatments,10479
11733,Osteoarthritis,10479
12896,Osteoarthritis Medications,11733
11734,Rheumatoid Arthritis,10479
12897,Rheumatoid Arthritis Medications,11734
13358,Bleeding Disorders,10085
10483,Blood Sugar & Diabetes,10085
11741,Diabetes Management,10483
12900,Glucose Meters & Test Strips,11741
10464,Cancer & Cancer Treatment,10085
11692,Breast Cancer,10464
12879,Breast Cancer Treatment,11692
11688,Cancer Awareness,10464
11683,Cancer Medications,10464
12877,Biological Therapies,11683
12876,Chemotherapy Medications,11683
11689,Cancer Research,10464
11691,Cancer Survival,10464
11684,Cancer Treatment,10464
11681,Cervical Cancer,10464
11694,Chemotherapy Anemia,10464
11682,Colon & Colorectal Cancer,10464
11685,Leukemia,10464
11690,Lung Cancer,10464
11680,Lymphoma,10464
11693,Melanoma,10464
11686,Ovarian Cancer,10464
11687,Prostate Cancer,10464
12878,Prostate Cancer Treatment,11687
10452,Cold Sores,10085
11661,Cold Sore Medications,10452
10451,Cystic Fibrosis,10085
10487,Dental Health,10085
11747,Orthodontia & Orthodontic Braces,10487
10456,Digestive Health & Disorders,10085
11666,Dyspepsia,10456
12861,GERD & Heartburn,11666
12858,"Heartburn, Indigestion & GERD Medications",11666
12859,Indigestion,11666
11667,Inflammatory Bowel Disease,10456
12862,Colitis,11667
12863,Crohn's Disease,11667
10472,"Ear, Nose & Throat",10085
10481,Hearing Loss,10472
11739,Hearing Assistance Products,10481
12899,Amplified Telephones & Accessories,11739
12898,Hearing Aids & Accessories,11739
11740,Hearing Tests,10481
13364,Motion Sickness & Balance Disorders,10472
10449,Eating Disorders,10085
11658,Anorexia,10449
11659,Bulimia,10449
10471,Epilepsy,10085
11709,Antiepileptic Medications,10471
10485,Foot Health,10085
11743,Arch Supports & Orthoses,10485
11742,Foot Anti-Fungal Remedies,10485
13362,Genetic Disorders,10085
10465,Geriatrics & Aging,10085
11695,Alzheimer's Disease,10465
12880,Alzheimer Medications,11695
11803,Alzheimer's Care & Treatment,11695
10486,Headache & Pain Management,10085
11744,Analgesics,10486
12905,Acetaminophen,11744
12935,Headache & Migraine Medications,11744
13273,Headache Medications,12935
13272,Migraine Medications,12935
12904,Ibuprofen & Anti-Inflammatory Medications,11744
